OBJECTID;Facility;Address__Facility_;ZIP__Facility_;Town__Facility_;Canton__Facility_;Services__Facility_;Institution;Address__Institution_;Town__Institution_;Medic;Nursing_Staff;Medical_Staff_Other;Beds_Acute_Care;Beds_in_Psychiatric_Wards;Beds_in_Rehab;Beds_in_Birth_Centers;longitude;latitude;Beds_Aggregated;Beds_Total;Size_Category;Cost_per_Bed
1037;Schinznach - Bad;Badstrasse 50;5116;Schinznach Bad;AG;Amb, Stat;Bad Schinznach AG - Privat-Klinik Im Park;Badstrasse 50;5116 Schinznach Bad;5.53;28.75;31.93;;;58;;2654883.942;1256559.733;;;;
1038;Schinznach Bad;Badstrasse 55;5116;Schinznach Bad;AG;Amb, Stat;aarReha Schinznach Zentrum für Rehabilitation;Badstrasse 55;5116 Schinznach Bad;24.8;101.25;58.09;;;139;;2654755.181;1256556.709;;;;
1039;Schmerzklinik Basel;Hirschgässlein 11-15;4051;Basel;BS;Amb, Stat;SMN - Schmerzklinik Basel;Hirschgässlein 11-15;4051 Basel;11.93;12.66;17.89;13;;;;2611640.231;1266729.245;;;;
1040;Schulthess Klinik;Lengghalde 2;8008;Zürich;ZH;Amb, Stat;Schulthess Klinik;Lengghalde 2;8008 Zürich;138.71;213.66;174.85;97;;;;2685733.089;1245187.573;;;;
1041;Schweizer Paraplegiker-Zentrum;Guido A. Zäch Strasse 1;6207;Nottwil;LU;Amb, Stat;Schweizer Paraplegiker-Zentrum Nottwil AG;Guido A. Zäch Strasse 1;6207 Nottwil;103.21;441.69;181.08;113;;67;;2652517.041;1221316.17;;;;
1042;See-Spital Horgen;Asylstrasse 19;8810;Horgen;ZH;Amb, Stat;See-Spital;Asylstrasse 19;8810 Horgen;103.82;260.76;92.94;140;;;;2687107.398;1235368.525;;;;
1043;Seeschau Kreuzlingen;Bernrainstrasse 17;8280;Kreuzlingen;TG;Amb, Stat;Klinik Seeschau AG;Bernrainstrasse 17;8280 Kreuzlingen;2.35;37.88;5.25;27;;;;2729529.143;1278609.637;;;;
1044;Services ambulatoires et clinique de jour Bienne;Pont-du-Moulin 14;2502;Biel/Bienne;BE;Amb;Réseau de l'Arc SA;Les Fontenayes 17;2610 St-Imier;152.88;421.68;100.6;87;88;8;;2585319.604;1221037.765;;;;
1045;Sion - Admin.CHVR;Av. du Grand-Champsec 80;1951;Sion;VS;;Hôpital du Valais - Centre hospitalier du Valais Romand CHVR;Avenue du Grand-Champsec 80;1950 Sion;555.77;1385.2;321.14;452;154;145;;2596019.906;1120355.133;;;;
1046;Site de Delémont;Fbg des Capucins 30;2800;Delémont;JU;Amb, Stat;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;161.6;640.36;184.63;165;12;82;;2592456.212;1246381.25;;;;
1047;Site de Porrentruy;Chemin de l'Hôpital 9a;2900;Porrentruy;JU;Amb, Stat;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;161.6;640.36;184.63;165;12;82;;2571327.8;1252158.595;;;;
1048;Site de Saignelégier;Rue de l'Hôpital 11;2350;Saignelégier;JU;;Hôpital du Jura;Chemin de l'Hôpital 9a;2900 Porrentruy;161.6;640.36;184.63;165;12;82;;2566602.592;1234122.685;;;;
1049;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500;Solothurn;SO;;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;620.24;1438.16;466.03;460;140;;;2607601.975;1227624.827;;;;
1050;Sonnenhofspital;Buchserstrasse 30;3006;Bern;BE;Amb, Stat;Lindenhofgruppe AG;Bremgartenstrasse 117;3012 Bern;80.75;945.88;159.5;333;;;;2602703.094;1199050.683;;;;
1051;Soteria FETZ;Hallerstrasse 10;3012;Bern;BE;Amb;Interessengemeinschaft Sozialpsychiatrie IGS (Verein);Bühlstrasse 19a;3012 Bern;0.34;5.94;14.3;;10;;;2599724.088;1200170.894;;;;
1052;Soteria Lobhaus;Murtenstrasse 46;3008;Bern;BE;Amb;Interessengemeinschaft Sozialpsychiatrie IGS (Verein);Bühlstrasse 19a;3012 Bern;0.34;5.94;14.3;;10;;;2598977.513;1199879.782;;;;
1053;Soteria Tageszentrum;Konsumstrasse 16c;3007;Bern;BE;Amb;Interessengemeinschaft Sozialpsychiatrie IGS (Verein);Bühlstrasse 19a;3012 Bern;0.34;5.94;14.3;;10;;;2598990.822;1199164.131;;;;
1054;Spital Aarberg;Lyssstrasse 31;3270;Aarberg;BE;Amb, Stat;Insel Gruppe AG (nicht-universitär);Freiburgstrasse 18;3010 Bern;195.06;517.56;208.51;152;;148;;2587886.022;1210757.264;;;;
1055;Spital Affoltern AG;Sonnenbergstrasse 27;8910;Affoltern am Albis;ZH;Amb, Stat;Spital Affoltern AG;Sonnenbergstrasse 27;8910 Affoltern am Albis;45.83;135.44;35.56;56;32;;;2677005.693;1237584.156;;;;
1056;Spital Affoltern Ambulatorium Obstgarten;Obstgartenstrasse 3;8910;Affoltern am Albis;ZH;Amb;Spital Affoltern AG;Sonnenbergstrasse 27;8910 Affoltern am Albis;45.83;135.44;35.56;56;32;;;2676010.874;1236404.063;;;;
1057;Spital Altstätten;F.-Marolani-Strasse 6;9450;Altstätten;SG;Amb, Stat;Spitalregion Rheintal Werdenberg Sarganserland;Alte Landstrasse 106;9445 Rebstein;187.53;402.96;92.29;195;;;;2758743.239;1250136.992;;;;
1058;Spital Burgdorf;Oberburgstrasse 54;3400;Burgdorf;BE;Amb, Stat;Regionalspital Emmental AG;Oberburgstrasse 54;3400 Burgdorf;194.41;438.78;154.7;152;51;;;2613859.507;1210783.535;;;;
1059;Spital Bülach;Spitalstrasse 24;8180;Bülach;ZH;Amb, Stat;Spital Bülach AG;Spitalstrasse 24;8180 Bülach;148.01;416.01;112.03;146;;;;2682399.174;1263997.511;;;;
1060;Spital Davos;Promenade 4;7270;Davos Platz;GR;Amb, Stat;Spital Davos AG Akutabteilung;Promenade 4;7270 Davos Platz;32.94;86.4;44.59;33;;;;2781376.748;1184578.166;;;;
1061;Spital Dornach;Spitalweg 11;4143;Dornach;SO;Amb, Stat;Solothurner Spitäler AG;Schöngrünstrasse 36a;4500 Solothurn;620.24;1438.16;466.03;460;140;;;2613192.575;1259550.842;;;;
1062;Spital Frutigen;Adelbodenstrasse 27;3714;Frutigen;BE;Amb, Stat;Spitäler Frutigen Meiringen Interlaken AG;Weissenaustrasse 27;3800 Unterseen;139.23;313.13;227.65;120;28;;;2615562.985;1159212.964;;;;
1063;Spital Grabs;Spitalstrasse 44;9472;Grabs;SG;Amb, Stat;Spitalregion Rheintal Werdenberg Sarganserland;Alte Landstrasse 106;9445 Rebstein;187.53;402.96;92.29;195;;;;2752359.911;1226779.356;;;;
1064;Spital Herisau;Spitalstrasse 6;9100;Herisau;AR;Amb, Stat;Spitalverbund Appenzell Ausserrhoden;Krombach 3;9100 Herisau;88.07;235.63;85.22;67;76;;;2739245.429;1250225.563;;;;
1065;Spital Interlaken;Weissenaustrasse 27;3800;Unterseen;BE;Amb, Stat;Spitäler Frutigen Meiringen Interlaken AG;Weissenaustrasse 27;3800 Unterseen;139.23;313.13;227.65;120;28;;;2630970.238;1170026.269;;;;
1066;Spital Lachen;Oberdorfstrasse 41;8853;Lachen SZ;SZ;Amb, Stat;Spital Lachen;Oberdorfstrasse 41;8853 Lachen SZ;106.74;227.87;82.44;80;;;;2707725.857;1227503.47;;;;
1067;Spital Langenthal;St. Urbanstrasse 67;4900;Langenthal;BE;Amb, Stat;SRO AG;St. Urbanstrasse 67;4900 Langenthal;169.4;376.2;161.88;126;34;;;2626891.65;1229521.849;;;;
1068;Spital Langnau;Dorfbergstrasse 10;3550;Langnau;BE;Amb, Stat;Regionalspital Emmental AG;Oberburgstrasse 54;3400 Burgdorf;194.41;438.78;154.7;152;51;;;2626520.693;1199206.266;;;;
1069;Spital Limmattal;Urdorferstrasse 100;8952;Schlieren;ZH;Amb, Stat;Spital Limmattal;Urdorferstrasse 100;8952 Schlieren;213.61;376.95;171.16;178;;;;2674949.941;1249649.098;;;;
1070;Spital Linth;Gasterstrasse 25;8730;Uznach;SG;Amb, Stat;Spital Linth;Gasterstrasse 25;8730 Uznach;76.44;169.7;60.78;96;;;;2717868.413;1231489.886;;;;
1071;Spital Muri, Dialyse;Spitalstrasse 144;5630;Muri AG;AG;Amb;Kantonsspital Baden AG;Im Ergel;5404 Baden;459.39;927.92;408.43;370;;;;2667568.198;1236588.57;;;;
1072;Spital Männedorf;Asylstrasse 10;8708;Männedorf;ZH;Amb, Stat;Spital Männedorf AG;Asylstrasse 10;8708 Männedorf;119.45;313.37;95.83;139;;;;2695262.928;1234044.533;;;;
1073;Spital Münsingen;Krankenhausweg 18/20;3110;Münsingen;BE;Amb, Stat;Insel Gruppe AG (nicht-universitär);Freiburgstrasse 18;3010 Bern;195.06;517.56;208.51;152;;148;;2609862.565;1191200.399;;;;
1074;Spital Nidwalden AG;Ennetmooserstrasse 19;6370;Stans;NW;Amb, Stat;Spital Nidwalden AG;Ennetmooserstrasse 19;6370 Stans;87.37;225.65;74.03;71;;;;2669919.147;1201399.589;;;;
1075;Spital Oberengadin;Via Nouva 3;7503;Samedan;GR;Amb, Stat;Spital Oberengadin;Via Nouva 3;7503 Samedan;52.19;86.91;22.44;38;;;;2787153.152;1157231.514;;;;
1076;Spital Riggisberg;Eyweg 2;3132;Riggisberg;BE;Amb, Stat;Insel Gruppe AG (nicht-universitär);Freiburgstrasse 18;3010 Bern;195.06;517.56;208.51;152;;148;;2603004.922;1184739.329;;;;
1077;Spital Schwyz;Waldeggstrasse 10;6430;Schwyz;SZ;Amb, Stat;Spital Schwyz;Waldeggstrasse 10;6430 Schwyz;66.36;253.97;40.36;92;;12;;2692772.249;1207926.09;;;;
1078;Spital Thun;Krankenhausstrasse 12;3600;Thun;BE;Amb, Stat;Spital STS AG;Krankenhausstrasse 12;3600 Thun;257.51;667.97;228.11;242;0;;;2614814.062;1178912.02;;;;
1079;Spital Thusis;Alte Strasse 31;7430;Thusis;GR;Amb, Stat;Spital Thusis;Alte Strasse 31;7430 Thusis;32.11;81.82;38.38;21;;;;2752828.155;1173721.236;;;;
1080;Spital Tiefenau;Tiefenaustrasse 112;3004;Bern;BE;Amb, Stat;Insel Gruppe AG (nicht-universitär);Freiburgstrasse 18;3010 Bern;195.06;517.56;208.51;152;;148;;2601072.931;1202685.335;;;;
1081;Spital Uster AG;Brunnenstrasse 42;8610;Uster;ZH;Amb, Stat;Spital Uster AG;Brunnenstrasse 42;8610 Uster;151.84;380.59;88.26;136;;;;2697151.424;1245537.848;;;;
1082;Spital Walenstadt;Spitalstrasse 5;8880;Walenstadt;SG;Amb, Stat;Spital Walenstadt;Spitalstrasse 5;8880 Walenstadt;28.4;88.95;22.04;36;;;;2742031.876;1220581.008;;;;
1083;Spital Wil;Fürstenlandstrasse 32;9500;Wil SG;SG;Amb, Stat;Spitalregion Fürstenland Toggenburg;Fürstenlandstrasse 32;9500 Wil SG;88.35;217.5;62.01;90;;;;2722088.723;1258421.621;;;;
1084;Spital Zofingen AG;Mühlethalstrasse 27;4800;Zofingen;AG;Amb, Stat;Spital Zofingen AG;Mühlethalstrasse 27;4800 Zofingen;70.36;291.57;84.41;85;;;;2638360.854;1238428.703;;;;
1085;Spital Zollikerberg;Trichtenhauserstrasse 20;8125;Zollikerberg;ZH;Amb, Stat;Spital Zollikerberg;Trichtenhauserstrasse 20;8125 Zollikerberg;178.14;484.39;75.01;170;;;;2687667.734;1244880.799;;;;
1086;Spital Zweisimmen;Karl Haueter-Strasse 21;3770;Zweisimmen;BE;Amb, Stat;Spital STS AG;Krankenhausstrasse 12;3600 Thun;257.51;667.97;228.11;242;0;;;2594958.329;1156289.414;;;;
1087;Spital und Altersheim Belp;Seftigenstrasse 89/91;3123;Belp;BE;Amb, Stat;Insel Gruppe AG (nicht-universitär);Freiburgstrasse 18;3010 Bern;195.06;517.56;208.51;152;;148;;2604237.887;1193461.417;;;;
1088;Spitalzentrum Biel;Vogelsang 84;2502;Biel/Bienne;BE;Amb, Stat;Spitalzentrum Biel AG;Vogelsang 84;2502 Biel/Bienne;262.34;561.76;155.82;209;;15;;2585312.194;1221705.327;;;;
1089;St. Anna im Bahnhof;Zentralstrasse 1;6003;Luzern;LU;Amb;Hirslanden Klinik St. Anna AG;St. Anna­Strasse 32;6006 Luzern;85.62;469.05;164.58;213;;;;2666234.773;1211374.971;;;;
1090;St. Claraspital;Kleinriehenstrasse 30;4058;Basel;BS;Amb, Stat;St. Claraspital;Kleinriehenstrasse 30;4058 Basel;132.54;392.59;125.43;207;;;;2613124.346;1268353.547;;;;
1091;Stadtspital Zürich Europaallee;Gustav-Gull-Platz 5;8004;Zürich;ZH;Amb;Stadtspital Zürich;Birmensdorferstrasse 497;8063 Zürich;653.76;1388.26;430.28;538;;;;2682480.34;1248217.283;;;;
1092;Stadtspital Zürich Triemli;Birmensdorferstrasse 497;8063;Zürich;ZH;Amb, Stat;Stadtspital Zürich;Birmensdorferstrasse 497;8063 Zürich;653.76;1388.26;430.28;538;;;;2679973.928;1246645.252;;;;
1093;Stadtspital Zürich Waid;Tièchestrasse 99;8037;Zürich;ZH;Amb, Stat;Stadtspital Zürich;Birmensdorferstrasse 497;8063 Zürich;653.76;1388.26;430.28;538;;;;2681640.683;1250360.541;;;;
1094;Standort Brig;Ueberlandstrasse;3900;Brig;VS;Amb, Stat;Spital Wallis - Spitalzentrum Oberwallis (SZO);Pflanzettastrasse 8;3930 Visp;182.57;409.53;108.36;179;40;50;;2641829.569;1129683.147;;;;
1095;Standort Heerbrugg;Bahnhofstrasse 18;9435;Heerbrugg;SG;Amb;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2765246.751;1253481.391;;;;
1096;Standort Pfäfers;Klosterweg;7312;Pfäfers;SG;Amb, Stat;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2756904.611;1206424.177;;;;
1097;Standort Rapperswil;Untere Bahnhofstrasse 11;8640;Rapperswil;SG;Amb;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2704444.61;1231440.04;;;;
1098;Standort Rorschach;Mariabergstrasse 19;9401;Rorschach;SG;Amb;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2754880.773;1260467.22;;;;
1099;Standort Sargans;Tiefrietstrasse 18;7320;Sargans;SG;Amb;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2752545.359;1212541.319;;;;
1100;Standort St. Gallen;Teufenerstrasse 26;9000;St.Gallen;SG;Amb, Stat;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2745712.629;1253863.907;;;;
1101;Standort Uznach;Zürcherstrasse 1;8730;Uznach;SG;Amb;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2717017.742;1231525.307;;;;
1102;Standort Visp;Pflanzettastrasse 8;3930;Visp;VS;Amb, Stat;Spital Wallis - Spitalzentrum Oberwallis (SZO);Pflanzettastrasse 8;3930 Visp;182.57;409.53;108.36;179;40;50;;2634320.867;1126361.539;;;;
1103;Standort Wattwil;Hembergerstrasse 22;9630;Wattwil;SG;Amb;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2725019.418;1240263.565;;;;
1104;Standort Wil;Zürcherstrasse 30;9501;Wil SG;SG;Amb, Stat;Psychiatrie St.Gallen (PSG);Zürcherstrasse 30;9500 Wil SG;127.26;438.07;158.23;;374;;;2720474.999;1258641;;;;
1105;Station BODAN Frührehabilitation;Spitalstrasse 15;8596;Münsterlingen;TG;Stat;Rehaklinik Zihlschlacht AG Neurologisches Rehabilitationszentrum;Hauptstrasse 2­4;8588 Zihlschlacht;25.47;173.15;117.29;15;;164;;2735240.977;1276982.779;;;;
1106;Station Hasliberg;Laueli 89b;6083;Hasliberg;BE;Stat;Privatklinik Reichenbach bei Meiringen AG;Willigen;3860 Meiringen;36.86;143.78;42.24;;187;;;2656776.574;1177639.362;;;;
1107;Station Lindenweg Moosseedorf;Lindenweg 4;3302;Moosseedorf;BE;Amb, Stat;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2603395.835;1207120.504;;;;
1108;Station Oranienburg;Schänzlistrasse 15;3013;Bern;BE;Stat;Stiftung Diaconis Palliative Care;Schänzlistrasse 15;3013 Bern;2.87;23.77;0.59;13;;;;2601359.078;1200133.578;;;;
1109;Stein;Schulstrasse 2 A/B;4332;Stein;AG;Amb;Privatklinik SALINA Salina Medizin AG;Roberstenstrasse 31;4310 Rheinfelden;9.98;27.17;46.17;;;39;;2638566.1;1265921.095;;;;
1110;Stiftung Spital Muri;Spitalstrasse 144;5630;Muri AG;AG;Amb, Stat;Stiftung Spital Muri;Spitalstrasse 144;5630 Muri AG;104.19;236.05;121.29;101;;;;2667568.198;1236588.57;;;;
1111;Suchtfachklinik Selhofen;Emmentalstrasse 8;3400;Burgdorf;BE;Amb, Stat;Stiftung Klinik Selhofen;Emmentalstrasse 8;3400 Burgdorf;0.55;15;7.55;;31;;;2614266.749;1211569.322;;;;
1112;Suchtfachklinik Zürich;Emil-Klöti-Strasse 14-18;8037;Zürich;ZH;Amb, Stat;Suchtfachklinik Zürich;Emil-Klöti-Strasse 14-18;8037 Zürich;4.2;18.18;4.89;;31;;;2681538.253;1250472.83;;;;
1113;Suchtfachklinik und Tagesklinik Südhang;Südhang 1;3038;Kirchlindach;BE;Amb, Stat;Stiftung südhang Klinik für Suchttherapien;Südhang 1;3038 Kirchlindach;15.21;19;31.23;;72;;;2597860.483;1205686.704;;;;
1114;Tagesklinik Langnau;Bäraustrasse 43C;3552;Bärau;BE;Amb;Regionalspital Emmental AG;Oberburgstrasse 54;3400 Burgdorf;194.41;438.78;154.7;152;51;;;2628441.279;1198114.704;;;;
1115;Tagesklinik Luzern;Areal Kantonsspital 11 Spitalstr;6000;Luzern 16;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2664968.003;1212145.003;;;;
1116;Tagesklinik Sarnen (Station I);Brünigstrasse 183;6060;Sarnen;OW;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2661474.084;1193496.678;;;;
1117;Tagesklinik Sursee;Surentalstrasse 10;6210;Sursee;LU;Amb;Luzerner Psychiatrie AG;Schafmattstrasse 1;4915 St. Urban;92.35;367.58;197.82;;313;;;2650924.938;1225448.474;;;;
1118;Tagesklinik Unterseen;Hohmüedig 4;3800;Unterseen;BE;Amb;Spitäler Frutigen Meiringen Interlaken AG;Weissenaustrasse 27;3800 Unterseen;139.23;313.13;227.65;120;28;;;2630988.403;1170750.199;;;;
1119;Tagesklinik und Tageszentrum;St. Ursusstrasse 3;5400;Baden;AG;Amb;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2665078.932;1258562.177;;;;
1120;Tageszentrum Aarau;Landhausweg 22;5000;Aarau;AG;Amb;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2645937.331;1247684.654;;;;
1121;Tageszentrum Freiamt;Bahnhofweg 17;5610;Wohlen;AG;Amb;Psychiatrische Dienste Aargau AG;Königsfelderstrasse 1;5210 Windisch;155.69;488.69;241.57;;489;;;2662917.156;1244442.018;;;;
1122;Therapiestation Alpenstrasse Bern;Alpenstrasse 25;3006;Bern;BE;Amb, Stat;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2601436.93;1198982.647;;;;
1123;Therapiezentrum Meggen Fachklinik für Suchtkrankheiten;Rütliweg 1;6045;Meggen;LU;Amb, Stat;Therapiezentrum Meggen Fachklinik für Suchtkrankheiten;Rütliweg 1;6045 Meggen;0.7;4.36;7.56;;19;;;2670421.934;1211445.251;;;;
1124;Thurklinik AG;Bahnhofstrasse 123a;9244;Niederuzwil;SG;Amb, Stat;Thurklinik AG;Bahnhofstrasse 123a;9244 Niederuzwil;0.42;9.29;1.9;5;;;;2728426.384;1256255.723;;;;
1125;UATm - Clinique de Carouge;Avenue Cardinal-Mermillod 1;1227;Carouge;GE;Stat;ArKa SA;Route de Chancy 98;1213 Onex;0.84;17.93;0;20;;;;2499943.726;1115851.941;;;;
1126;UATm - Clinique et Permanence d'Onex;Route de Chancy 98;1213;Onex;GE;Stat;ArKa SA;Route de Chancy 98;1213 Onex;0.84;17.93;0;20;;;;2497019.089;1115792.628;;;;
1127;UKBB;Spitalstrasse 33;4056;Basel;BS;Amb, Stat;Universitäts-Kinderspital beider Basel (UKBB);Spitalstrasse 33;4056 Basel;176.07;422.57;85.91;108;;;;2610786.856;1268103.389;;;;
1128;UPK-Campus;Wilhelm Klein-Strasse 27;4056;Basel;BS;Amb, Stat;Universitäre Psychiatrische Kliniken Basel;Wilhelm Klein­Strasse 27;4056 Basel;108.17;342.12;189.18;;325;;;2609611.716;1268873.239;;;;
1129;USZ Flughafen;The Circle 59;8058;Zürich-Flughafen;ZH;Amb;Universitätsspital Zürich;Rämistrasse 100;8091 Zürich;1560.56;2659.17;1100.62;879;16;;;2685007.95;1256069.451;;;;
1130;USZ Stettbach;Sonnentalstrasse 23;8600;Dübendorf;ZH;;Universitätsspital Zürich;Rämistrasse 100;8091 Zürich;1560.56;2659.17;1100.62;879;16;;;2687739.736;1250266.96;;;;
1131;Unité de St-Imier;Rue du Midi 9;2610;St-Imier;BE;Stat;Réseau de l'Arc SA;Les Fontenayes 17;2610 St-Imier;152.88;421.68;100.6;87;88;8;;2566673.269;1222466.168;;;;
1132;Unité du Fuet;Les Vacheries dessus 3;2712;Le Fuet;BE;Stat;Réseau de l'Arc SA;Les Fontenayes 17;2610 St-Imier;152.88;421.68;100.6;87;88;8;;2581353.462;1233333.804;;;;
1133;Universitäts-Kinderspital Zürich;Steinwiesstrasse 75;8032;Zürich;ZH;Amb, Stat;Universitäts-Kinderspital Zürich - Das Spital der Eleonorenstiftung;Steinwiesstrasse 75;8032 Zürich;351.87;726.3;343.15;133;13;39;;2684559.481;1247374.983;;;;
1134;Universitätsklinik Balgrist;Forchstrasse 340;8008;Zürich;ZH;Amb, Stat;Universitätsklinik Balgrist;Forchstrasse 340;8008 Zürich;173.39;298.12;188.17;100;;29;;2685888.652;1245298.311;;;;
1135;Universitätsspital Basel;Hebelstrasse 32;4031;Basel;BS;Amb, Stat;Universitätsspital Basel;Hebelstrasse 32;4031 Basel;1093.27;1940.66;908.82;748;;;;2610756.889;1267827.385;;;;
1136;Universitätsspital Basel Augenklinik;Mittlere Strasse 91;4056;Basel;BS;Amb, Stat;Universitätsspital Basel;Hebelstrasse 32;4031 Basel;1093.27;1940.66;908.82;748;;;;2610371.3;1268012.135;;;;
1137;Universitätsspital Basel Universitäre elektive Orthopädie;Gellertstrasse 144;4052;Basel;BS;Amb, Stat;Universitätsspital Basel;Hebelstrasse 32;4031 Basel;1093.27;1940.66;908.82;748;;;;2613455.792;1266379.353;;;;
1138;Universitätsspital Zürich;Rämistrasse 100;8091;Zürich;ZH;Amb, Stat;Universitätsspital Zürich;Rämistrasse 100;8091 Zürich;1560.56;2659.17;1100.62;879;16;;;2683876.918;1247875.182;;;;
1139;Uroviva Klinik AG;Zürichstrasse 5;8180;Bülach;ZH;Amb, Stat;Uroviva Klinik AG;Zürichstrasse 5;8180 Bülach;5.28;20.58;6.03;13;;;;2683150.006;1263337.615;;;;
1140;Val-de-Ruz;Route de Landeyeux;2046;Fontaines;NE;Amb, Stat;Réseau hospitalier neuchâtelois RHNe;Maladière 45;2000 Neuchâtel;429.33;1041.97;321.97;317;;100;;2559588.91;1209166.57;;;;
1141;Val-de-Travers;Rue de l'Hôpital 4;2107;Couvet;NE;Amb;Réseau hospitalier neuchâtelois RHNe;Maladière 45;2000 Neuchâtel;429.33;1041.97;321.97;317;;100;;2538413.247;1197477.217;;;;
1142;Venenklinik Bellevue Kreuzlingen;Brückenstrasse 9;8280;Kreuzlingen;TG;Amb, Stat;Venenklinik Bellevue AG;Brückenstrasse 9;8280 Kreuzlingen;4.18;11.8;1.4;3;;;;2729980.045;1279522.158;;;;
1143;Vista Klinik;Hauptstrasse 55;4102;Binningen;BL;Stat;Vista Klinik;Hauptstrasse 55;4102 Binningen;2.74;6.78;0.27;8;;;;2610261.045;1265735.282;;;;
1144;Vista Klinik AG;Bahnhofstrasse 15;8808;Pfäffikon;SZ;Stat;Vista Klinik AG;Bahnhofstrasse 15;8808 Pfäffikon;0.05;0.15;0.13;5;;;;2701478.541;1228834.422;;;;
1145;Wagi-Areal Schlieren;Wagistrasse 14;8952;Schlieren;ZH;Amb;Universitätsspital Zürich;Rämistrasse 100;8091 Zürich;1560.56;2659.17;1100.62;879;16;;;2676969.132;1250251.389;;;;
1146;Wohncoaching;Moserstrasse 24;3014;Bern;BE;Amb;Universitäre Psychiatrische Dienste Bern (UPD) AG;Bolligenstrasse 111;3072 Ostermundigen;139.57;400.36;222.17;;364;;;2601092.437;1200656.196;;;;
1147;ZAE Ambi / TZ Selnaustrasse;Selnaustrasse 9;8001;Zürich;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2682617.332;1247135.475;;;;
1148;ZAS Bülach;Bahnhofstrasse 39;8180;Bülach;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2682863.236;1264044.068;;;;
1149;ZAS Dietikon;Löwenstrasse 15;8953;Dietikon;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2672771.479;1250978.053;;;;
1150;ZAS Horgen;Bahnhofstrasse 6;8810;Horgen;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2687682.921;1235103.466;;;;
1151;ZAS Uster;Gerberstrasse 3;8610;Uster;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2696579.083;1244804.836;;;;
1152;ZAS Wetzikon;Guyer-Zeller-Strasse 21;8620;Wetzikon;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2702304.941;1241575.136;;;;
1153;ZAS Winterthur;Albanistrasse 24;8400;Winterthur;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2697467.892;1262521.699;;;;
1154;ZAS Zürich Nord;Thurgauerstrasse 39;8050;Zürich;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2683906.918;1252117.593;;;;
1155;ZKJF Zürich;Neptunstrasse 60;8032;Zürich;ZH;Amb;Psychiatrische Universitäts-Klinik Zürich;Lenggstrasse 31;8032 Zürich;247.33;809.71;311.97;;545;;;2684480.13;1246720.21;;;;
